target,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
1,0.0,0.0,-0.33170731707317075,0.176056338028169,-0.5853658536585366,0.4084507042253521,-0.8048780487804879,0.5070422535211268,-1.0,0.4788732394366197,-0.3853658536585366,0.9507042253521126,-0.5951219512195122,0.9436619718309859,-0.5073170731707317,0.647887323943662,-0.4195121951219512,0.6690140845070423,-0.2097560975609756,1.0,-0.43414634146341463,0.8873239436619719,-0.36585365853658536,0.5704225352112676,-0.28780487804878047,0.6619718309859155,-0.04878048780487805,0.9507042253521126,-0.24390243902439024,0.8873239436619719,-0.2146341463414634,0.5845070422535211,-0.13170731707317074,0.6619718309859155,0.09268292682926829,0.8591549295774648,-0.04390243902439024,0.8380281690140845,-0.08292682926829269,0.6267605633802817,-0.00975609756097561,0.647887323943662
1,0.0,0.0,-0.3048128342245989,0.2,-0.5668449197860963,0.47586206896551725,-0.7807486631016043,0.6275862068965518,-1.0,0.6413793103448275,-0.29411764705882354,0.9655172413793104,-0.44385026737967914,1.0,-0.40106951871657753,0.6896551724137931,-0.3315508021390374,0.7103448275862069,-0.0748663101604278,0.9655172413793104,-0.24064171122994651,0.9172413793103448,-0.24064171122994651,0.5724137931034483,-0.18181818181818182,0.6689655172413793,0.11764705882352941,0.8827586206896552,-0.026737967914438502,0.8758620689655172,-0.06417112299465241,0.5655172413793104,-0.016042780748663103,0.6206896551724138,0.26737967914438504,0.7793103448275862,0.20855614973262032,0.8,0.12299465240641712,0.6137931034482759,0.1497326203208556,0.6137931034482759
1,0.0,0.0,-0.3010752688172043,0.10843373493975904,-0.5591397849462365,0.3614457831325301,-0.7795698924731183,0.5602409638554217,-1.0,0.5783132530120482,-0.3817204301075269,0.7590361445783133,-0.44623655913978494,1.0,-0.42473118279569894,0.7108433734939759,-0.3924731182795699,0.6024096385542169,-0.1827956989247312,0.7771084337349398,-0.25268817204301075,0.9819277108433735,-0.25806451612903225,0.6204819277108434,-0.22043010752688172,0.5783132530120482,0.016129032258064516,0.7590361445783133,-0.053763440860215055,0.963855421686747,-0.08602150537634409,0.6265060240963856,-0.053763440860215055,0.5662650602409639,0.22043010752688172,0.7228915662650602,0.17204301075268819,0.9156626506024096,0.0967741935483871,0.6927710843373494,0.10215053763440861,0.5903614457831325
1,0.0,0.0,-0.3172043010752688,0.1346153846153846,-0.5806451612903226,0.42948717948717946,-0.7903225806451613,0.5576923076923077,-1.0,0.5448717948717948,-0.3817204301075269,0.8525641025641025,-0.5806451612903226,1.0,-0.5268817204301075,0.7051282051282052,-0.45698924731182794,0.6666666666666666,-0.21505376344086022,0.8782051282051282,-0.44086021505376344,0.9871794871794872,-0.3709677419354839,0.6282051282051282,-0.26344086021505375,0.6474358974358975,-0.03225806451612903,0.8653846153846154,-0.25268817204301075,0.967948717948718,-0.21505376344086022,0.6346153846153846,-0.10752688172043011,0.6346153846153846,0.16129032258064516,0.8269230769230769,-0.04838709677419355,0.9487179487179487,-0.06451612903225806,0.7115384615384616,0.026881720430107527,0.6602564102564102
1,0.0,0.0,-0.3492063492063492,0.07647058823529412,-0.6031746031746031,0.3058823529411765,-0.8174603174603174,0.40588235294117647,-1.0,0.3235294117647059,-0.503968253968254,0.8,-0.6706349206349206,0.9882352941176471,-0.5753968253968254,0.6647058823529411,-0.5,0.6058823529411764,-0.3492063492063492,0.8705882352941177,-0.5317460317460317,0.9823529411764705,-0.4365079365079365,0.611764705882353,-0.35714285714285715,0.6294117647058823,-0.19047619047619047,0.8823529411764706,-0.36904761904761907,1.0,-0.30952380952380953,0.6529411764705882,-0.2261904761904762,0.6647058823529411,-0.015873015873015872,0.8529411764705882,-0.17063492063492064,1.0,-0.19047619047619047,0.7470588235294118,-0.12301587301587301,0.7058823529411765
1,0.0,0.0,-0.3385416666666667,0.18243243243243243,-0.5885416666666666,0.4527027027027027,-0.7916666666666666,0.5608108108108109,-1.0,0.5540540540540541,-0.375,0.9527027027027027,-0.6197916666666666,0.9594594594594594,-0.5625,0.6621621621621622,-0.46875,0.6418918918918919,-0.203125,1.0,-0.46875,0.8851351351351351,-0.4114583333333333,0.5405405405405406,-0.3072916666666667,0.5878378378378378,-0.03125,0.9391891891891891,-0.28125,0.8445945945945946,-0.2552083333333333,0.527027027027027,-0.14583333333333334,0.5743243243243243,0.11458333333333333,0.8243243243243243,-0.07291666666666667,0.8175675675675675,-0.109375,0.5945945945945946,-0.015625,0.5945945945945946
1,0.0,0.0,-0.3229166666666667,0.09876543209876543,-0.578125,0.35802469135802467,-0.8020833333333334,0.5061728395061729,-1.0,0.5,-0.4270833333333333,0.7469135802469136,-0.5364583333333334,0.9876543209876543,-0.5104166666666666,0.6975308641975309,-0.453125,0.5802469135802469,-0.25,0.7839506172839507,-0.3802083333333333,1.0,-0.3489583333333333,0.6358024691358025,-0.2708333333333333,0.5617283950617284,-0.0625,0.7777777777777778,-0.19791666666666666,0.9753086419753086,-0.19270833333333334,0.6358024691358025,-0.11979166666666667,0.5432098765432098,0.140625,0.7469135802469136,0.015625,0.9506172839506173,-0.036458333333333336,0.7222222222222222,0.005208333333333333,0.6172839506172839
1,0.0,0.0,-0.296,0.12037037037037036,-0.552,0.37037037037037035,-0.792,0.5555555555555556,-1.0,0.5740740740740741,-0.4,0.7685185185185185,-0.448,1.0,-0.408,0.7129629629629629,-0.384,0.6296296296296297,-0.208,0.7870370370370371,-0.256,0.9629629629629629,-0.248,0.6296296296296297,-0.248,0.6111111111111112,-0.016,0.7685185185185185,-0.064,0.9259259259259259,-0.088,0.6296296296296297,-0.096,0.5925925925925926,0.16,0.7222222222222222,0.128,0.8796296296296297,0.072,0.6851851851851852,0.072,0.6111111111111112
1,0.0,0.0,-0.2900763358778626,0.07317073170731707,-0.5419847328244275,0.34146341463414637,-0.7709923664122137,0.5772357723577236,-1.0,0.6178861788617886,-0.42748091603053434,0.7479674796747967,-0.37404580152671757,1.0,-0.3435114503816794,0.7235772357723578,-0.3893129770992366,0.6016260162601627,-0.21374045801526717,0.7642276422764228,-0.15267175572519084,0.991869918699187,-0.16030534351145037,0.6260162601626016,-0.2366412213740458,0.5609756097560976,-0.015267175572519083,0.7560975609756098,0.04580152671755725,0.9349593495934959,0.015267175572519083,0.6178861788617886,-0.06870229007633588,0.5528455284552846,0.17557251908396945,0.7317073170731707,0.22900763358778625,0.8699186991869918,0.183206106870229,0.6504065040650406,0.12213740458015267,0.5609756097560976
1,0.0,0.0,-0.2848101265822785,0.09929078014184398,-0.5379746835443038,0.36879432624113473,-0.7658227848101266,0.5673758865248227,-1.0,0.5815602836879432,-0.3670886075949367,0.7943262411347518,-0.3987341772151899,1.0,-0.3670886075949367,0.723404255319149,-0.35443037974683544,0.6595744680851063,-0.16455696202531644,0.7872340425531915,-0.189873417721519,0.9574468085106383,-0.20253164556962025,0.6099290780141844,-0.20253164556962025,0.624113475177305,0.03164556962025317,0.7659574468085106,0.012658227848101266,0.9078014184397163,-0.02531645569620253,0.5957446808510638,-0.0379746835443038,0.6028368794326241,0.22151898734177214,0.723404255319149,0.21518987341772153,0.851063829787234,0.15822784810126583,0.6382978723404256,0.12658227848101267,0.5886524822695035
